id,translation_id,english,kinyarwanda,kirundi,somali
EHEZA-U-1324,StockUpdate.batchNumber,Batch Number,,,
EHEZA-U-1325,StockUpdate.supplier,Supplier,,,
EHEZA-U-1326,StockUpdateType,Stock Update Type,,,
EHEZA-U-1327,StockUpdateType.UpdateReceivingSupplies,Update Receiving Supplies,,,
EHEZA-U-1328,StockUpdateType.UpdateCorrection,Update Correction,,,
EHEZA-U-1329,StockSupplier,Stock Supplier,,,
EHEZA-U-1330,PrenatalMeasurements.bloodGpRsTest,Blood Gp Rs Test,,,
EHEZA-U-1331,PrenatalMeasurements.hemoglobinTest,Hemoglobin Test,,,
EHEZA-U-1332,PrenatalMeasurements.hepatitisBTest,Hepatitis B Test,,,
EHEZA-U-1333,PrenatalMeasurements.hivTest,Hiv Test,,,
EHEZA-U-1334,PrenatalMeasurements.malariaTest,Malaria Test,,,
EHEZA-U-1335,PrenatalMeasurements.randomBloodSugarTest,Random Blood Sugar Test,,,
EHEZA-U-1336,PrenatalMeasurements.syphilisTest,Syphilis Test,,,
EHEZA-U-1337,PrenatalMeasurements.urineDipstickTest,Urine Dipstick Test,,,
EHEZA-U-1338,PrenatalMeasurements.hivPCRTest,Hiv PCR Test,,,
EHEZA-U-1339,PrenatalMeasurements.mentalHealth,Mental Health,,,
EHEZA-U-1340,PrenatalMeasurements.tetanusImmunisation,Tetanus Immunisation,,,
EHEZA-U-1341,PrenatalMeasurements.specialityCare,Speciality Care,,,
EHEZA-U-1342,PrenatalMeasurements.partnerHIVTest,Partner HIV Test,,,
EHEZA-U-1343,AcuteIllnessMeasurements.contactsTracing,Contacts Tracing,,,
EHEZA-U-1344,WellChildMeasurements.symptomsReview,Symptoms Review,,,
EHEZA-U-1345,WellChildMeasurements.mebendezole,Mebendezole,,,
EHEZA-U-1346,WellChildMeasurements.bcgImmunisation,Bcg Immunisation,,,
EHEZA-U-1347,WellChildMeasurements.dtpImmunisation,Dtp Immunisation,,,
EHEZA-U-1348,WellChildMeasurements.dtpStandaloneImmunisation,Dtp Standalone Immunisation,,,
EHEZA-U-1349,WellChildMeasurements.hpvImmunisation,Hpv Immunisation,,,
EHEZA-U-1350,WellChildMeasurements.ipvImmunisation,Ipv Immunisation,,,
EHEZA-U-1351,WellChildMeasurements.mrImmunisation,Mr Immunisation,,,
EHEZA-U-1352,WellChildMeasurements.opvImmunisation,Opv Immunisation,,,
EHEZA-U-1353,WellChildMeasurements.pcv13Immunisation,Pcv13 Immunisation,,,
EHEZA-U-1354,WellChildMeasurements.rotarixImmunisation,Rotarix Immunisation,,,
EHEZA-U-1355,NCDMeasurements.hba1cTest,Hba1c Test,,,
EHEZA-U-1356,NCDMeasurements.lipidPanelTest,Lipid Panel Test,,,
EHEZA-U-1357,NCDMeasurements.liverFunctionTest,Liver Function Test,,,
EHEZA-U-1358,StockManagementMeasurements.childFbf,Child Fbf,,,
EHEZA-U-1359,StockManagementMeasurements.motherFbf,Mother Fbf,,,
EHEZA-U-1360,PreviousMeasurementsSet.headCircumferences,Head Circumferences,,,
EHEZA-U-1361,Person.birthDate,Birth Date,,,
EHEZA-U-1362,Person.isDateOfBirthEstimated,Is Date Of Birth Estimated,,,
EHEZA-U-1363,Person.numberOfChildren,Number Of Children,,,
EHEZA-U-1364,Person.educationLevel,Education Level,,,
EHEZA-U-1365,Person.spouseName,Spouse Name,,,
EHEZA-U-1366,Person.spousePhoneNumber,Spouse Phone Number,,,
EH-PER-010,Person.nextOfKinName,Next Of Kin Name,,,
EHEZA-U-1367,Person.nextOfKinPhoneNumber,Next Of Kin Phone Number,,,
EHEZA-U-1368,PmtctParticipant.child,Child,,,
EHEZA-U-1369,PmtctParticipant.adult,Adult,,,
EHEZA-U-1370,PmtctParticipant.start,Start,,,
EHEZA-U-1371,PmtctParticipant.end,End,,,
EHEZA-U-1372,HighRiskFactor,High Risk Factor,,,
EHEZA-U-1373,HighSeverityAlert,High Severity Alert,,,
EHEZA-U-1374,PrenatalEncounter.pastDiagnoses,Past Diagnoses,,,
EHEZA-U-1375,Relationship,Relationship,,,
EHEZA-U-1376,ExpectedParticipants,Expected Participants,,,
EHEZA-U-1377,WellChildEncounterType.NewbornExam,Newborn Exam,,,
EHEZA-U-1378,PediatricCareMilestone,Pediatric Care Milestone,,,
